Make,Model,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Car_Age,Engine (cc),Max Power (BHP),Max Power (RPM)
21,474,43000,2,0,45,3,2,1,4424,1804,1494,5,50,7,2143,134,3600
19,129,16000,6,1,15,1,2,1,3995,1745,1500,5,37,4,1197,83,6000
8,298,27657,2,0,36,3,2,1,4270,1780,1665,5,55,6,1582,126,4000
8,412,30000,6,1,28,1,2,1,3515,1500,1510,5,32,13,998,68,6200
7,224,111000,6,1,18,1,2,1,4440,1695,1485,5,42,13,1497,116,6600
21,32,37600,2,0,56,1,2,1,4299,1780,1433,4,50,9,2143,134,3600
19,127,48000,2,1,15,1,2,1,3995,1745,1500,5,37,8,1248,74,4000
8,289,37000,2,1,27,1,2,1,4270,1780,1665,5,55,6,1396,89,4000
21,716,54000,2,0,20,1,2,2,5246,1899,1494,5,70,10,2987,255,3600
0,61,81802,2,0,49,3,2,1,4933,1874,1455,5,75,8,1968,190,3800
8,910,45915,2,0,45,1,2,1,4440,1729,1475,5,45,7,1582,126,4000
8,72,24000,6,0,45,1,2,1,4500,1790,1675,6,50,4,1999,157,6500
7,103,22224,6,0,56,1,2,1,3995,1695,1501,5,35,6,1199,89,6000
19,425,38000,0,1,15,1,2,1,4296,1695,1685,7,45,4,1373,94,6000
7,99,53848,6,1,15,1,2,1,3995,1695,1501,5,35,7,1199,89,6000
1,4,104264,2,0,27,3,2,2,4633,1811,1429,5,57,12,1995,188,4000
21,343,61159,6,0,45,3,2,2,4879,1854,1474,5,80,9,1991,184,5500
7,239,72000,6,1,42,1,2,1,4440,1695,1495,5,40,10,1497,117,6600
14,447,29000,2,0,15,1,2,0,4465,1900,1635,5,57,9,2179,188,3500
7,925,42000,6,1,11,1,2,1,3999,1734,1601,5,40,7,1199,89,6000
0,664,40000,2,0,58,1,2,0,4629,1898,1653,5,75,13,1968,174,4200
18,981,57400,2,1,0,1,2,1,3995,1821,1627,5,42,5,1497,115,3750
10,973,13500,2,0,15,3,2,2,5067,2091,1457,5,66,6,1999,177,4000
21,162,12400,6,0,56,1,2,2,4686,1810,1442,5,66,4,1991,201,5800
11,262,38000,2,0,56,1,2,0,4405,1818,1640,5,60,4,1956,168,3750
16,533,7000,6,0,56,1,2,1,4655,1835,1760,5,60,6,1451,141,5000
30,467,121000,2,1,40,3,2,0,4705,1840,1850,7,80,13,2982,169,3600
30,439,76000,2,1,56,1,2,1,3775,1695,1510,5,45,10,1364,67,3800
18,983,50000,2,1,11,1,2,1,4585,1890,1785,7,70,7,2179,138,3750
8,1023,46721,6,0,68,3,2,1,3565,1595,1550,5,35,12,1197,80,5200
18,984,41470,2,0,15,1,2,1,4585,1890,1785,7,70,8,2179,138,3750
18,772,170000,2,1,64,4,2,2,4430,1817,1975,8,60,12,2179,120,4000
14,684,80000,2,0,15,3,2,0,4879,2073,1780,5,77,11,2993,289,4000
7,246,6000,6,0,45,1,1,1,4440,1695,1495,5,40,7,1497,117,6600
0,43,17000,6,0,45,1,2,1,4701,1826,1427,5,63,4,1798,170,3800
7,144,31000,6,1,34,1,2,1,3610,1680,1500,5,35,11,1198,87,6000
2,307,73265,2,0,15,3,2,1,4597,1788,1477,5,60,11,1998,164,3800
8,301,47000,2,1,30,1,2,1,4270,1780,1665,5,55,6,1582,126,4000
19,420,42000,2,1,15,1,2,1,4296,1695,1685,7,45,8,1248,89,4000
21,471,25000,2,0,45,3,2,1,4417,1804,1494,5,50,8,2143,134,3600
8,786,140000,2,1,75,4,2,1,4800,1832,1485,5,70,16,1991,142,4000
19,312,68818,6,0,45,1,2,1,3995,1735,1515,5,37,7,1197,82,6000
30,567,57000,2,0,56,1,2,2,4735,1830,1795,7,55,7,2755,172,3400
7,110,39000,2,0,40,1,2,1,3995,1695,1501,5,35,5,1498,79,3600
30,570,12050,6,0,15,1,2,2,4735,1830,1795,7,65,3,2694,164,5200
7,578,24100,6,1,45,1,2,1,3955,1694,1544,5,40,8,1199,89,6000
6,115,23000,6,1,15,1,2,1,3995,1695,1525,5,42,8,1196,87,6300
19,814,185000,2,1,12,1,2,1,3760,1690,1530,5,43,16,1248,75,4000
19,204,76000,2,1,27,1,2,1,4490,1730,1485,5,43,6,1498,94,4000
19,185,47000,6,1,27,1,2,1,3695,1600,1560,5,35,5,998,67,6000
30,867,1910,6,0,73,1,2,1,3995,1790,1640,5,48,4,1462,103,6000
8,287,23000,2,1,1,1,2,1,4270,1780,1630,5,60,6,1396,89,4000
0,37,36978,2,0,10,3,2,1,4456,1796,1416,5,50,5,1968,141,3500
18,998,33000,2,1,63,1,2,0,4585,1890,1785,7,70,9,2179,138,3750
8,1021,18954,6,1,54,1,2,1,3585,1595,1550,5,35,13,1086,68,5500
8,905,58200,6,0,50,1,2,1,4370,1700,1475,5,43,10,1591,121,6300
18,138,83000,2,1,30,1,2,2,3995,1745,1880,7,52,7,1493,70,3600
8,390,80000,2,1,3,3,2,1,3985,1734,1505,5,40,9,1396,89,4000
0,46,75000,2,0,39,1,2,1,4701,1826,1427,5,63,14,1968,177,4200
0,35,64000,2,0,11,1,2,1,4456,1796,1416,5,50,8,1968,141,3500
27,692,117048,2,1,27,1,2,1,4386,1699,1466,5,55,9,1598,105,4400
8,502,47000,6,1,15,1,2,1,3765,1660,1520,5,43,8,1197,81,6000
0,42,43290,6,0,56,1,2,1,4456,1796,1416,5,50,7,1798,178,5100
7,142,70000,6,1,14,1,2,1,4280,1767,1591,5,52,12,1692,129,4835
21,156,7000,2,0,15,1,2,2,4686,1810,1442,5,66,9,2143,168,3000
18,760,150000,2,1,39,1,2,2,4456,1820,1995,8,60,9,2179,120,4000
30,464,125000,2,0,15,1,2,2,4705,1840,1850,7,80,12,2982,169,3600
21,350,42079,2,0,56,1,2,2,5063,1860,1494,5,80,6,2987,255,3400
10,971,62645,2,0,27,1,2,1,4280,1767,1591,5,52,10,1692,129,4835
0,57,69000,2,0,44,1,2,1,4915,1874,1455,5,65,11,1968,177,3750
10,974,70662,6,0,56,3,2,1,4280,1767,1591,5,52,14,1692,129,4835
22,631,40000,2,1,43,3,2,0,4755,1775,1900,5,92,14,2835,118,4000
30,436,101347,6,1,56,4,2,1,4265,1695,1510,5,45,14,1496,90,5600
18,607,36700,2,1,11,1,2,1,4585,1866,1774,8,45,4,1497,121,3500
0,60,240000,2,0,39,1,2,0,4915,1874,1455,5,75,13,2967,245,4000
0,35,76529,2,0,56,1,2,1,4456,1796,1416,5,50,11,1968,141,3500
30,560,85000,2,1,6,3,2,2,4585,1760,1760,7,55,11,2494,100,3600
23,835,99000,2,1,11,1,2,1,4331,1822,1671,5,50,9,1461,84,3750
8,506,37959,6,0,15,3,2,1,3765,1660,1520,5,43,11,1197,79,6000
30,463,60000,2,0,10,1,2,0,4795,1855,1835,7,80,4,2755,174,3400
3,499,27000,6,1,39,1,2,1,3785,1635,1485,5,35,8,1198,67,5000
2,306,75000,2,1,32,3,2,1,4597,1788,1477,5,60,14,1991,150,4000
8,294,1300,6,0,15,1,2,1,4300,1790,1635,5,50,3,1353,138,6000
1,962,21696,2,0,45,1,2,0,4922,2004,1745,5,80,5,2993,262,4000
21,157,33000,2,0,15,1,2,2,4686,1810,1442,5,66,6,1950,192,3800
32,871,6000,2,0,45,1,2,1,4370,1783,1458,5,60,9,1984,150,3500
8,753,19000,6,0,36,1,2,1,3610,1645,1560,5,35,6,1086,68,5500
7,233,58618,6,1,56,1,2,1,4440,1695,1495,5,40,6,1497,117,6600
17,267,10500,6,0,45,1,2,1,3850,1727,1414,4,44,8,1998,189,4835
18,827,85641,2,1,7,1,0,2,3995,1835,1839,7,60,6,1493,100,3750
25,588,41669,6,0,76,1,2,1,3679,1579,1478,5,28,5,999,67,5500
21,483,10000,2,0,15,1,2,0,4924,2157,1772,5,93,3,1950,241,4200
8,281,36000,2,1,54,1,2,1,4270,1780,1630,5,60,7,1582,126,4000
19,314,31000,6,1,45,1,2,1,3995,1735,1515,5,37,7,1197,89,6000
1,948,37180,2,0,6,1,2,2,4454,2044,1545,5,63,5,1995,184,4000
18,845,14000,2,0,75,1,2,0,3985,1820,1844,4,57,4,2184,130,3750
29,854,53512,6,1,27,3,2,1,3746,1647,1535,5,35,7,1199,84,6000
21,149,4600,2,0,6,5,2,2,4596,1770,1447,5,66,3,2148,170,3700
16,496,40000,2,0,15,1,2,0,4985,1926,1867,6,75,4,1996,215,4000
8,402,65000,2,1,40,3,2,1,3985,1734,1505,5,45,10,1396,89,4000
1,948,32963,2,0,6,1,2,2,4454,2044,1545,5,63,6,1995,184,4000
21,353,101000,2,0,67,3,2,2,4868,1854,1470,5,80,13,2143,231,3000
25,589,14000,6,1,45,1,2,1,3679,1579,1478,5,28,7,999,67,5500
19,917,50500,2,1,17,1,2,1,3995,1790,1640,5,48,7,1248,89,4000
19,820,80849,2,1,27,1,2,1,3840,1735,1530,5,37,6,1248,74,4000
0,58,19868,2,0,15,1,2,1,4915,1874,1455,5,65,11,1968,177,3750
7,241,45000,6,0,45,1,2,1,4440,1695,1495,5,40,9,1497,117,6600
8,751,30858,6,1,27,1,2,1,3610,1645,1560,5,35,6,1086,68,5500
18,761,56500,2,1,39,1,2,2,4456,1820,1995,7,60,7,2179,140,3750
8,520,37003,6,1,6,1,2,1,3765,1660,1520,5,43,5,1197,81,6000
7,247,11000,2,1,39,1,2,1,4440,1695,1495,5,40,4,1498,99,3600
19,132,53000,6,1,30,1,2,1,3995,1745,1500,5,37,9,1197,83,6000
1,4,75000,2,0,12,1,2,2,4633,1811,1429,5,57,7,1995,188,4000
21,357,120000,2,0,56,1,2,2,4868,1854,1471,5,80,15,2987,231,3800
0,653,44087,2,0,45,1,2,0,4385,1831,1608,5,64,12,1968,174,4200
1,958,39000,2,0,45,1,2,0,4886,1938,1762,7,52,9,2993,258,4000
21,354,59000,2,0,15,1,2,2,4879,1854,1474,5,80,11,2143,204,4200
0,674,45000,2,0,45,1,2,0,5052,1968,1740,7,75,8,2967,245,2910
23,792,92000,2,1,39,3,2,1,4425,1695,1505,5,41,12,1461,85,3750
6,367,48422,6,1,36,1,2,1,3998,1765,1647,5,52,6,1497,121,6500
1,4,29000,2,0,15,1,2,2,4633,1811,1429,5,57,6,1995,188,4000
18,846,37500,2,1,14,1,2,0,3985,1820,1844,4,57,4,2184,130,3750
19,129,62000,6,1,20,3,2,1,3995,1745,1500,5,37,7,1197,83,6000
0,50,17000,6,0,56,1,2,1,4726,1842,1427,5,54,5,1395,148,5000
19,425,76642,0,1,45,1,2,1,4296,1695,1685,7,45,8,1373,94,6000
8,297,44000,6,1,15,1,2,1,4270,1780,1665,5,55,6,1591,122,6400
24,28,20000,6,0,15,1,2,2,4379,1801,1281,2,54,7,1988,295,6500
1,4,102000,2,0,6,3,2,2,4633,1811,1429,5,57,12,1995,188,4000
8,295,9000,2,1,58,1,2,1,4300,1790,1635,5,50,3,1493,113,4000
18,993,135000,2,1,73,1,2,1,4585,1890,1785,7,70,12,2179,140,3750
21,481,14500,2,0,56,1,2,0,4658,1890,1644,5,66,5,1950,192,3800
19,312,31552,6,0,45,1,2,1,3995,1735,1515,5,37,6,1197,82,6000
19,939,70000,6,0,1,1,2,1,3636,1475,1670,5,35,9,998,67,6200
7,142,35134,6,1,15,1,2,1,3610,1680,1500,5,35,9,1198,87,6000
14,686,45000,2,0,6,4,2,0,4879,2073,1780,5,77,9,2993,289,4000
21,483,18000,2,0,15,1,2,0,4924,2157,1772,5,93,5,1950,241,4200
19,822,8000,6,0,45,1,2,1,3840,1735,1530,5,37,7,1197,82,6000
8,282,62125,2,1,54,1,2,1,4270,1780,1630,5,60,9,1582,126,4000
14,321,78000,2,0,56,1,2,0,4600,2069,1690,7,65,9,1999,177,4000
8,1036,64300,6,1,56,1,2,1,3995,1760,1555,5,40,7,1197,82,6000
29,741,28000,2,1,23,1,2,1,4661,1894,1786,7,50,4,1956,168,3750
27,622,28600,6,0,45,1,2,1,4659,1814,1476,5,50,8,1798,177,4500
0,61,69500,2,0,10,3,2,1,4933,1874,1455,5,75,10,1968,190,3800
8,300,70000,2,1,32,1,2,1,4270,1780,1630,5,60,8,1582,126,4000
18,841,24000,2,1,45,1,2,0,3920,1726,1930,6,60,7,2498,105,3800
0,653,69500,2,0,1,1,2,0,4385,1831,1608,5,64,13,1968,174,4200
19,914,25500,2,1,39,1,2,1,3995,1790,1640,5,48,6,1248,89,4000
19,218,20000,6,0,45,1,2,1,4490,1730,1485,5,43,8,1373,91,6000
21,471,55000,2,0,45,3,2,1,4417,1804,1494,5,50,9,2143,134,3600
19,374,8640,0,1,7,1,2,2,3675,1475,1800,5,40,4,1196,73,6000
8,1047,80500,6,1,3,1,2,1,4280,1767,1591,5,52,12,1692,129,4835
10,975,65000,6,0,45,3,2,2,5247,2110,1448,5,83,12,2995,335,6500
21,346,5750,2,0,6,1,2,2,5063,1860,1494,5,80,6,1950,192,3800
31,644,50000,6,1,15,1,2,1,3971,1682,1469,5,45,10,1198,74,5400
1,26,28000,2,0,15,1,2,2,5219,1902,1481,4,78,8,2993,262,4000
8,1044,75431,6,1,45,1,2,1,4280,1767,1591,5,52,14,1692,129,4835
25,590,43000,6,1,27,5,2,1,3679,1579,1478,5,28,8,999,67,5500
8,864,44876,2,0,6,1,2,1,4475,1850,1660,5,62,6,1995,182,4000
8,1049,95610,2,1,63,3,2,1,3995,1710,1505,5,45,12,1336,89,4000
23,792,51000,2,1,76,1,2,1,4425,1695,1505,5,41,12,1461,85,3750
14,443,110000,2,0,11,3,2,0,4355,2120,1635,5,57,12,2179,190,3500
19,426,53693,0,1,45,1,2,1,4265,1695,1685,7,60,11,1373,82,6000
8,415,70000,6,1,35,1,2,1,3495,1550,1500,5,32,7,814,55,5500
8,504,57000,6,1,15,1,2,1,3765,1660,1520,5,43,11,1197,81,6000
30,269,63000,6,0,15,1,2,1,4540,1760,1480,5,55,11,1798,138,6400
7,220,65494,6,1,59,1,2,1,4280,1767,1591,5,52,23,1692,129,4835
19,811,53807,6,1,24,1,2,1,3850,1695,1530,5,42,9,1197,83,6000
19,203,46000,6,1,51,1,2,1,4490,1730,1485,5,43,7,1373,91,6000
27,623,67546,6,0,40,3,2,1,4670,1814,1476,5,50,7,1798,177,5100
14,327,14500,6,0,15,1,2,0,4600,2069,1724,7,70,4,1997,245,5500
7,233,37100,6,1,47,1,2,1,4440,1695,1495,5,40,7,1497,117,6600
21,347,30000,2,0,24,1,2,2,5063,1860,1494,5,80,6,1950,192,3800
25,594,89059,6,1,76,1,2,1,3679,1579,1478,5,28,7,799,53,5678
19,421,77000,2,1,40,3,2,1,4265,1695,1685,7,45,12,1248,89,4000
32,871,42000,2,0,58,1,2,1,4370,1783,1458,5,60,7,1984,150,3500
19,129,58146,6,1,6,1,2,1,3995,1745,1500,5,37,8,1197,83,6000
17,267,13000,6,0,15,1,2,1,3850,1727,1414,4,44,5,1998,189,4835
30,437,75000,2,1,32,3,2,1,4265,1695,1510,5,45,12,1364,68,3600
24,633,20500,2,0,15,1,1,1,4280,1767,1591,5,52,9,1692,129,4835
21,482,50500,2,0,14,4,2,0,4819,2141,1796,5,93,7,2143,201,3800
21,34,3826,2,0,1,5,2,1,4549,1796,1446,5,43,3,1950,147,3400
21,486,53000,2,0,14,1,2,0,5130,1934,1850,7,100,6,2987,255,3400
8,297,37000,6,1,15,3,2,1,4270,1780,1665,5,55,7,1591,122,6400
7,234,38000,6,0,1,3,2,1,4440,1695,1495,5,40,8,1497,117,6600
19,133,8499,6,1,68,1,2,1,3995,1745,1500,5,37,4,1197,83,6000
8,395,61181,2,1,29,1,2,1,3985,1734,1505,5,45,9,1396,89,4000
7,576,45000,6,1,15,1,2,1,3955,1694,1544,5,40,8,1199,89,6000
21,710,102000,6,0,56,1,2,2,5076,1871,1473,5,90,18,3498,272,6000
8,516,9232,6,0,45,1,2,1,3805,1680,1520,5,37,4,1197,82,6000
19,433,72542,6,1,43,1,2,1,3495,1495,1595,5,35,17,1061,64,6200
8,396,42601,6,1,69,1,2,1,3985,1734,1505,5,45,7,1197,82,6000
18,758,90000,2,1,39,3,2,2,4430,1817,1975,8,60,16,2179,120,4000
0,674,65000,2,0,56,1,2,0,5052,1968,1740,7,75,9,2967,245,2910
30,567,40000,2,0,40,1,2,2,4735,1830,1795,7,55,7,2755,172,3400
28,702,106223,2,0,1,3,2,0,4755,1900,1785,7,78,12,2696,184,4000
1,957,115000,2,0,12,3,2,0,4854,1933,1776,5,85,16,2993,218,4000
7,101,50000,6,1,25,1,2,1,3990,1680,1505,5,35,9,1198,87,6000
1,13,30000,2,0,45,1,2,2,4936,1868,1479,5,65,5,1995,188,4000
0,675,39850,2,0,67,1,2,0,5052,1968,1740,7,75,7,2967,245,2910
8,378,80000,2,0,15,1,2,1,4530,1775,1470,5,56,11,1582,126,4000
9,601,96095,2,0,68,1,2,2,4825,1860,1840,7,65,8,2999,174,3600
19,373,12768,6,1,1,1,2,2,3675,1475,1800,5,40,7,1196,73,6000
0,56,12321,6,0,15,5,2,1,4762,1847,1433,5,54,4,1984,188,4200
30,274,65100,6,0,68,1,1,1,4620,1775,1475,5,55,7,1798,138,6400
8,503,30000,6,1,15,1,2,1,3765,1660,1520,5,43,8,1197,81,6000
29,853,12000,6,0,45,1,2,1,3746,1647,1535,5,35,6,1199,84,6000
21,157,33000,2,0,45,1,2,2,4686,1810,1442,5,66,6,1950,192,3800
21,347,13000,2,0,15,1,2,2,5063,1860,1494,5,80,4,1950,192,3800
27,693,57000,6,0,15,3,2,1,4386,1699,1466,5,55,12,1598,103,5250
1,19,61000,2,0,44,4,2,2,4899,2094,1464,5,52,14,1995,217,4400
21,348,48000,2,0,11,3,2,2,5063,1860,1494,5,80,8,1950,192,3800
0,673,118000,2,0,6,1,2,0,5089,1983,1737,7,100,13,2967,241,3800
1,17,44000,2,0,45,3,2,2,4936,1868,1479,5,57,8,1995,188,4000
1,958,59000,2,0,10,1,2,0,4886,1938,1762,7,52,10,2993,258,4000
25,336,99000,2,1,20,3,2,1,4315,1822,1695,5,50,12,1461,84,3750
21,710,75000,6,0,11,3,2,2,5076,1871,1473,5,90,16,3498,272,6000
1,24,79000,2,0,56,1,2,2,5091,1902,1538,5,68,6,2993,265,4000
30,468,114000,2,1,39,3,2,0,4695,1840,1850,7,80,15,2982,171,3600
19,929,82000,0,1,39,1,2,1,3599,1495,1700,5,35,11,998,58,6200
7,574,80000,6,0,15,1,2,1,3955,1694,1544,5,40,9,1199,89,6000
30,250,65000,2,0,40,1,2,1,4280,1767,1591,5,52,11,1692,129,4835
11,256,57000,2,1,45,1,2,1,4395,1818,1640,5,60,8,1956,171,3750
19,373,26807,6,1,45,3,2,2,3675,1475,1800,5,40,7,1196,73,6000
8,397,23000,6,1,15,1,2,1,3985,1734,1505,5,40,7,1197,82,6000
19,814,112000,2,1,24,1,2,1,3850,1695,1530,5,42,10,1248,74,4000
19,124,5000,6,1,15,1,2,1,4280,1767,1591,5,52,3,1692,129,4835
19,810,70000,6,1,44,1,2,1,3995,1695,1555,5,42,10,1197,85,6000
31,646,53929,6,1,6,1,2,1,3971,1682,1469,5,45,6,999,75,6200
19,184,49580,6,1,12,1,2,1,3600,1600,1560,5,35,11,998,67,6000
30,272,85000,2,1,32,3,2,1,4620,1775,1475,5,50,11,1364,87,3800
19,214,61000,2,1,2,1,2,1,4490,1730,1485,5,43,10,1248,89,4000
19,935,35000,5,1,73,3,2,1,3595,1475,1700,5,28,13,998,46,6200
18,763,42000,2,1,54,1,2,2,4456,1820,1930,8,60,9,2523,75,3200
7,223,69000,6,0,6,3,2,1,4420,1695,1480,5,42,14,1497,118,6600
11,254,70000,6,0,11,1,2,1,4395,1818,1640,5,60,8,1368,160,5500
8,1030,15780,6,1,68,1,2,1,3585,1595,1550,5,35,12,1197,79,6000
0,44,40031,2,0,56,3,2,1,4280,1767,1591,5,52,13,1692,129,4835
0,672,46000,2,0,15,1,2,0,5089,1983,1737,7,100,10,2967,241,3800
19,215,50800,6,1,39,1,2,1,4490,1730,1485,5,43,9,1373,91,6000
29,857,3000,3,0,27,1,2,1,3993,1677,1532,5,52,4,1692,129,4835
30,270,95000,6,0,45,1,2,1,4540,1760,1480,5,55,14,1794,132,6000
1,16,112000,2,0,56,3,2,2,4841,1846,1468,5,70,15,1995,177,4000
0,64,36000,6,0,11,1,2,1,4939,1886,1457,5,73,5,1984,241,5000
32,968,3500,2,0,40,1,2,0,4688,1902,1658,5,71,6,1969,235,4250
19,917,30000,2,1,54,1,2,1,3995,1790,1640,5,48,7,1248,89,4000
31,579,107879,2,1,56,3,2,1,4280,1767,1591,5,52,16,1692,129,4835
18,768,19000,2,1,15,1,2,2,4456,1820,1995,8,60,8,1997,120,4000
19,87,31100,6,1,31,3,2,1,3620,1475,1460,5,35,11,998,67,6200
7,100,65000,6,1,12,3,2,1,3990,1680,1505,5,35,11,1198,87,6000
30,463,49000,2,0,15,3,2,0,4795,1855,1835,7,80,8,2755,174,3400
29,614,5000,3,0,45,1,2,1,3993,1811,1606,5,52,3,1692,129,4835
0,35,11000,2,0,56,1,2,1,4456,1796,1416,5,50,5,1968,141,3500
8,507,28000,6,1,34,1,2,1,3765,1660,1520,5,43,6,1197,81,6000
6,408,9400,2,0,15,1,2,2,4903,1869,1837,7,80,4,1996,168,3500
21,478,77000,2,0,56,1,2,0,4656,1890,1639,5,66,8,2143,168,3000
8,1011,27000,2,1,36,3,2,1,3995,1660,1520,5,43,8,1186,74,4000
25,594,15507,6,1,56,1,2,1,3679,1579,1478,5,28,8,799,53,5678
28,701,70000,2,1,43,3,2,0,4755,1900,1785,7,78,9,2696,162,4000
7,238,44000,6,1,36,1,2,1,4440,1695,1495,5,40,10,1497,117,6600
1,953,70000,2,0,45,1,2,0,4657,1881,1678,5,67,7,1995,190,4000
30,464,145000,2,0,44,3,2,2,4705,1840,1850,7,80,10,2982,169,3600
3,700,24000,6,1,20,1,2,1,3429,1560,1541,5,28,8,999,67,5500
8,1028,47721,5,1,54,1,2,1,3585,1595,1550,5,35,11,1086,68,5500
8,1040,26000,6,0,45,1,2,1,3940,1710,1505,5,45,14,1396,100,5500
25,594,15507,6,1,68,1,2,1,3679,1579,1478,5,28,8,799,53,5678
7,233,39000,6,1,51,3,2,1,4440,1695,1495,5,40,7,1497,117,6600
19,312,58000,6,0,11,1,2,1,3995,1735,1515,5,37,8,1197,82,6000
8,305,82000,2,1,58,3,2,1,4270,1780,1630,5,60,10,1582,126,4000
30,546,95315,2,1,33,3,2,2,4735,1830,1795,7,55,7,2393,148,3400
1,6,46000,2,0,15,3,2,2,4633,1811,1429,5,57,9,1995,188,4000
19,822,11874,6,0,45,1,2,1,3840,1735,1530,5,37,6,1197,82,6000
8,902,86000,2,1,39,1,2,1,4370,1700,1475,5,43,11,1582,126,4000
31,643,111000,2,1,3,3,2,1,3970,1682,1453,5,45,11,1199,74,4200
32,871,50000,2,0,12,3,2,1,4370,1783,1458,5,60,10,1984,150,3500
23,604,28000,6,1,76,1,1,1,3994,1758,1572,5,40,4,999,71,6250
19,197,25000,6,1,46,1,2,1,3695,1600,1560,5,35,6,998,67,6000
12,780,12000,2,1,58,1,2,1,4315,1800,1637,5,50,4,1493,113,4000
8,746,32000,6,1,76,1,2,1,3610,1645,1560,5,35,6,1086,68,5500
8,1047,45000,6,1,15,1,2,1,4280,1767,1591,5,52,14,1692,129,4835
14,685,70000,2,0,45,1,1,0,4879,2073,1780,5,77,11,2993,289,4000
30,548,112000,2,1,27,1,2,2,4735,1830,1795,7,55,8,2393,148,3400
1,13,51800,2,0,50,3,2,2,4936,1868,1479,5,65,8,1995,188,4000
19,542,22000,6,0,15,1,2,1,3700,1690,1595,5,32,8,1197,82,6000
29,738,155000,2,1,27,1,2,2,4655,1965,1922,7,55,10,2179,138,4000
21,343,60000,6,0,49,3,2,2,4879,1854,1474,5,80,9,1991,184,5500
1,13,23000,2,0,56,1,2,2,4936,1868,1479,5,65,7,1995,188,4000
19,817,75000,6,1,44,1,2,1,3850,1695,1530,5,42,11,1197,85,6000
5,650,71000,2,1,27,1,2,1,3987,1687,1495,5,45,11,1248,75,4000
0,655,64000,2,0,11,1,2,1,4385,1831,1608,5,64,8,1968,150,3500
7,925,45326,6,1,45,1,2,1,3999,1734,1601,5,40,7,1199,89,6000
21,160,28079,2,0,45,1,2,2,4686,1810,1442,5,66,5,1950,241,4200
0,35,15529,2,0,45,1,2,1,4456,1796,1416,5,50,6,1968,141,3500
21,473,43200,6,0,56,1,1,1,4424,1804,1494,5,50,10,1991,181,5500
7,243,29386,6,0,6,3,2,1,4440,1695,1495,5,40,8,1497,117,6600
8,504,18105,6,1,6,1,2,1,3765,1660,1520,5,43,4,1197,81,6000
19,723,125372,2,1,12,1,2,1,4300,1765,1590,5,48,8,1248,89,4000
0,61,100000,2,0,29,1,2,1,4933,1874,1455,5,75,10,1968,190,3800
19,377,40000,6,1,68,1,2,2,3675,1475,1800,7,40,6,1196,73,6000
18,1002,31000,2,0,29,1,2,0,4695,1890,1755,7,60,3,2184,182,3500
0,65,42000,2,0,39,1,2,0,4969,2139,1420,5,65,13,2967,241,4000
7,223,65001,6,0,56,1,2,1,4440,1695,1485,5,42,13,1497,116,6600
0,672,42533,2,0,45,1,2,0,5089,1983,1737,7,100,11,2967,241,3800
8,507,45000,6,1,45,1,2,1,3765,1660,1520,5,43,7,1197,81,6000
14,320,36000,2,0,58,3,2,0,4600,2069,1724,7,65,7,2179,148,4000
30,461,44000,2,0,15,3,2,2,4795,1855,1835,7,80,8,2755,174,3400
19,798,85000,2,1,39,1,2,1,3995,1695,1555,5,42,9,1248,74,4000
8,282,17000,2,1,32,1,2,1,4270,1780,1630,5,60,4,1582,126,4000
19,427,72000,2,1,39,1,2,1,4296,1695,1685,7,45,6,1248,89,4000
8,753,34400,6,0,59,1,2,1,3610,1645,1560,5,35,6,1086,68,5500
8,887,8800,6,1,15,1,2,1,3995,1770,1605,5,45,4,998,118,6000
7,245,2000,6,0,15,1,2,1,4549,1748,1489,5,40,3,1498,119,6600
8,295,19700,2,1,45,1,2,1,4300,1790,1635,5,50,5,1493,113,4000
8,897,45000,6,1,15,1,2,1,4375,1700,1475,5,43,9,1591,121,6300
21,151,73000,2,0,32,1,2,1,4280,1767,1591,5,52,13,1692,129,4835
19,808,76000,2,0,50,1,2,1,3995,1695,1555,5,42,8,1248,74,4000
31,878,110000,2,1,6,1,2,1,4384,1699,1466,5,55,12,1598,103,4400
7,236,2700,6,1,15,1,2,1,4440,1695,1495,5,40,3,1497,118,6600
30,567,75000,2,0,1,1,2,2,4735,1830,1795,7,55,7,2755,172,3400
26,490,60000,6,0,45,3,1,2,5399,1948,1550,5,82,14,6592,570,5250
0,660,110000,2,0,45,1,2,0,4385,1831,1608,5,64,8,1968,174,4200
27,795,70000,6,0,58,3,2,1,4861,1864,1483,5,66,9,1798,177,5100
0,661,42000,2,0,24,1,2,0,4385,1831,1608,5,64,8,1968,184,3500
31,638,70000,2,1,20,1,2,1,3971,1682,1469,5,45,10,1498,89,4200
7,233,52890,6,1,24,1,2,1,4440,1695,1495,5,40,7,1497,117,6600
8,298,72870,2,0,45,1,1,1,4270,1780,1665,5,55,7,1582,126,4000
8,385,48591,6,1,27,1,2,1,3985,1734,1505,5,45,8,1197,82,6000
18,981,60888,2,1,30,1,2,1,3995,1821,1627,5,42,6,1497,115,3750
8,415,48000,6,1,39,1,2,1,3495,1550,1500,5,32,11,814,55,5500
29,615,20251,6,1,56,1,2,1,3994,1811,1607,5,44,7,1198,108,5000
8,894,49000,2,1,45,1,2,1,4375,1700,1475,5,43,10,1582,126,4000
19,817,66000,6,1,42,1,2,1,3850,1695,1530,5,42,12,1197,85,6000
